step,t_sec,timestamp_utc,frame_id_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,can_heartbeat_ok,warning_tag,control_action,risk_level
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F190A0,142,3,1,1,219,0,0,0,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F182A0,159,79,160,120,0,0,0,0,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F183A0,144,1,100,0,80,4,125,3,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F189A0,142,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
31,3.1,2026-04-22T08:40:39.662316+00:00,0x18F190A0,125,3,1,1,220,0,0,0,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F182A0,163,84,161,120,0,0,0,0,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F183A0,144,1,101,0,69,4,153,3,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F184A0,126,101,56,55,87,112,68,58,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F189A0,142,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
32,3.2,2026-04-22T08:40:39.662512+00:00,0x18F190A0,153,3,1,1,221,0,0,0,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F182A0,158,82,161,119,0,0,0,0,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F183A0,144,1,103,0,61,4,131,3,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F184A0,126,101,56,55,87,115,68,58,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F189A0,142,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
33,3.3,2026-04-22T08:40:39.662707+00:00,0x18F190A0,131,3,1,1,221,0,0,0,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F182A0,158,81,161,118,0,0,0,0,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F183A0,144,1,105,0,82,4,122,3,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F184A0,126,101,56,54,87,113,68,58,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F189A0,143,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
34,3.4,2026-04-22T08:40:39.662904+00:00,0x18F190A0,122,3,1,1,219,0,0,0,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F182A0,158,80,160,120,0,0,0,0,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F183A0,144,1,106,0,60,4,128,3,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F189A0,143,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
35,3.5,2026-04-22T08:40:39.663101+00:00,0x18F190A0,128,3,1,1,219,0,0,0,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F182A0,159,80,161,120,0,0,0,0,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F183A0,144,1,107,0,92,4,129,3,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F189A0,143,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
36,3.6,2026-04-22T08:40:39.663371+00:00,0x18F190A0,129,3,1,1,219,0,0,0,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F182A0,160,82,162,119,0,0,0,0,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F183A0,144,1,109,0,82,4,113,3,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F184A0,126,101,56,54,87,115,68,58,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F189A0,143,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
37,3.7,2026-04-22T08:40:39.663574+00:00,0x18F190A0,113,3,1,1,218,0,0,0,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F182A0,156,83,162,119,0,0,0,0,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F183A0,144,1,110,0,66,4,124,3,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F184A0,126,101,56,55,87,115,68,58,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F189A0,144,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
38,3.8,2026-04-22T08:40:39.663772+00:00,0x18F190A0,124,3,1,1,217,0,0,0,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F182A0,157,80,162,119,0,0,0,0,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F183A0,144,1,112,0,84,4,114,3,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F189A0,144,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
39,3.9,2026-04-22T08:40:39.663969+00:00,0x18F190A0,114,3,1,1,219,0,0,0,1,speed_high,FORWARD,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,BRAKE,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F182A0,173,61,158,118,0,0,0,0,1,speed_high,BRAKE,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F183A0,144,1,106,0,214,3,139,3,1,speed_high,BRAKE,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F184A0,126,101,55,54,87,112,68,58,1,speed_high,BRAKE,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,BRAKE,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F189A0,144,0,7,0,0,0,0,0,1,speed_high,BRAKE,danger
40,4.0,2026-04-22T08:40:39.664170+00:00,0x18F190A0,139,3,1,1,220,0,0,0,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F181A0,115,2,0,54,92,27,12,2,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F182A0,170,61,161,119,0,0,0,0,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F183A0,144,1,101,0,233,3,108,3,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F184A0,126,101,55,54,87,114,68,58,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F189A0,145,0,6,0,0,0,0,0,1,speed_high,BRAKE,danger
41,4.1,2026-04-22T08:40:39.664365+00:00,0x18F190A0,108,3,1,1,220,0,0,0,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F181A0,115,2,0,54,92,27,12,2,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F182A0,170,59,162,118,0,0,0,0,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F183A0,144,1,96,0,233,3,137,3,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F184A0,126,101,55,54,87,112,68,58,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F189A0,145,0,6,0,0,0,0,0,1,speed_high,BRAKE,danger
42,4.2,2026-04-22T08:40:39.664561+00:00,0x18F190A0,137,3,1,1,219,0,0,0,1,speed_high,BRAKE,danger
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,speed_high,BRAKE,warning
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F182A0,172,61,162,119,0,0,0,0,1,speed_high,BRAKE,warning
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F183A0,144,1,90,0,198,3,124,3,1,speed_high,BRAKE,warning
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F184A0,125,101,55,55,87,114,68,58,1,speed_high,BRAKE,warning
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,BRAKE,warning
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F189A0,145,0,6,0,0,0,0,0,1,speed_high,BRAKE,warning
43,4.3,2026-04-22T08:40:39.664760+00:00,0x18F190A0,124,3,1,1,218,0,0,0,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F182A0,170,63,162,119,0,0,0,0,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F183A0,144,1,85,0,188,3,150,3,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F184A0,125,101,55,53,87,111,68,58,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F189A0,145,0,6,0,0,0,0,0,1,speed_high,BRAKE,warning
44,4.4,2026-04-22T08:40:39.664958+00:00,0x18F190A0,150,3,1,1,220,0,0,0,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F182A0,172,59,161,119,0,0,0,0,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F183A0,144,1,80,0,186,3,136,3,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F184A0,125,101,55,54,87,111,68,58,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F189A0,146,0,6,0,0,0,0,0,1,speed_high,BRAKE,warning
45,4.5,2026-04-22T08:40:39.665155+00:00,0x18F190A0,136,3,1,1,217,0,0,0,1,speed_high,BRAKE,warning
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F182A0,171,60,162,118,0,0,0,0,1,,BRAKE,normal
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F183A0,144,1,75,0,186,3,115,3,1,,BRAKE,normal
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F184A0,125,101,55,54,87,112,68,58,1,,BRAKE,normal
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F189A0,146,0,6,0,0,0,0,0,1,,BRAKE,normal
46,4.6,2026-04-22T08:40:39.665352+00:00,0x18F190A0,115,3,1,1,219,0,0,0,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F182A0,174,60,163,119,0,0,0,0,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F183A0,144,1,70,0,184,3,129,3,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F189A0,146,0,6,0,0,0,0,0,1,,BRAKE,normal
47,4.7,2026-04-22T08:40:39.665549+00:00,0x18F190A0,129,3,1,1,219,0,0,0,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F182A0,171,61,161,119,0,0,0,0,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F183A0,144,1,64,0,145,3,137,3,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F189A0,146,0,7,0,0,0,0,0,1,,BRAKE,normal
48,4.8,2026-04-22T08:40:39.665826+00:00,0x18F190A0,137,3,1,1,220,0,0,0,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F182A0,171,63,161,119,0,0,0,0,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F183A0,144,1,59,0,148,3,152,3,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F189A0,147,0,6,0,0,0,0,0,1,,BRAKE,normal
49,4.9,2026-04-22T08:40:39.666031+00:00,0x18F190A0,152,3,1,1,219,0,0,0,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F182A0,169,60,162,119,0,0,0,0,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F183A0,144,1,53,0,142,3,125,3,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F189A0,147,0,6,0,0,0,0,0,1,,BRAKE,normal
50,5.0,2026-04-22T08:40:39.666232+00:00,0x18F190A0,125,3,1,1,220,0,0,0,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F182A0,169,61,160,118,0,0,0,0,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F183A0,144,1,48,0,113,3,148,3,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F184A0,125,101,54,54,87,110,68,58,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F189A0,147,0,6,0,0,0,0,0,1,,BRAKE,normal
51,5.1,2026-04-22T08:40:39.666426+00:00,0x18F190A0,148,3,1,1,218,0,0,0,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F182A0,171,61,161,120,0,0,0,0,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F183A0,144,1,42,0,113,3,122,3,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F184A0,125,101,54,54,87,110,68,58,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F189A0,147,0,6,0,0,0,0,0,1,,BRAKE,normal
52,5.2,2026-04-22T08:40:39.666619+00:00,0x18F190A0,122,3,1,1,217,0,0,0,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F182A0,169,62,160,120,0,0,0,0,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F183A0,144,1,36,0,113,3,139,3,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F184A0,125,101,54,54,87,112,68,58,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F189A0,147,0,6,0,0,0,0,0,1,,BRAKE,normal
53,5.3,2026-04-22T08:40:39.666812+00:00,0x18F190A0,139,3,1,1,218,0,0,0,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F182A0,170,63,159,120,0,0,0,0,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F183A0,144,1,32,0,91,3,146,3,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F189A0,147,0,7,0,0,0,0,0,1,,BRAKE,normal
54,5.4,2026-04-22T08:40:39.667005+00:00,0x18F190A0,146,3,1,1,216,0,0,0,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F182A0,173,60,161,118,0,0,0,0,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F183A0,144,1,26,0,85,3,127,3,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F184A0,125,101,54,54,87,109,68,58,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F189A0,148,0,6,0,0,0,0,0,1,,BRAKE,normal
55,5.5,2026-04-22T08:40:39.667198+00:00,0x18F190A0,127,3,1,1,220,0,0,0,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F182A0,171,61,161,120,0,0,0,0,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F183A0,144,1,22,0,70,3,113,3,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F184A0,125,101,54,54,87,109,68,58,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F189A0,148,0,6,0,0,0,0,0,1,,BRAKE,normal
56,5.6,2026-04-22T08:40:39.667390+00:00,0x18F190A0,113,3,1,1,219,0,0,0,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F182A0,168,63,161,119,0,0,0,0,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F183A0,144,1,16,0,74,3,132,3,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F184A0,125,101,54,54,87,110,68,58,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F189A0,148,0,6,0,0,0,0,0,1,,BRAKE,normal
57,5.7,2026-04-22T08:40:39.667585+00:00,0x18F190A0,132,3,1,1,218,0,0,0,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F181A0,0,2,0,54,92,27,12,2,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F182A0,172,61,159,119,0,0,0,0,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F183A0,144,1,10,0,51,3,145,3,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F189A0,149,0,6,0,0,0,0,0,1,,BRAKE,normal
58,5.8,2026-04-22T08:40:39.667779+00:00,0x18F190A0,145,3,1,1,219,0,0,0,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F181A0,0,1,0,54,92,27,12,2,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F182A0,172,61,161,120,0,0,0,0,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F183A0,144,1,5,0,48,3,134,3,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F184A0,125,101,54,54,87,110,68,58,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F189A0,149,0,7,0,0,0,0,0,1,,BRAKE,normal
59,5.9,2026-04-22T08:40:39.667971+00:00,0x18F190A0,134,3,1,1,219,0,0,0,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F181A0,0,1,0,54,92,27,12,2,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F182A0,172,64,163,121,0,0,0,0,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F183A0,144,1,0,0,42,3,136,3,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F189A0,150,0,7,0,0,0,0,0,1,,BRAKE,normal
60,6.0,2026-04-22T08:40:39.668166+00:00,0x18F190A0,136,3,1,1,219,0,0,0,1,,BRAKE,normal
61,6.1,2026-04-22T08:40:39.668421+00:00,0x18F181A0,0,1,0,54,92,27,12,2,1,,BRAKE,normal
61,6.1,2026-04-22T08:40:39.668421+00:00,0x18F182A0,170,63,161,118,0,0,0,0,1,,BRAKE,normal
61,6.1,2026-04-22T08:40:39.668421+00:00,0x18F183A0,144,1,0,0,37,3,161,3,1,,BRAKE,normal
61,6.1,2026-04-22T08:40:39.668421+00:00,0x18F184A0,125,101,54,54,87,110,68,58,1,,BRAKE,normal
61,6.1,2026-04-22T08:40:39.668421+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,BRAKE,normal
61,6.1,2026-04-22T08:40:39.668421+00:00,0x18F189A0,150,0,6,0,0,0,0,0,1,,BRAKE,normal
